Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Total_Promos
0,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,166,42,1003,1,0,2,0,0
2,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,60,34,14,0,1,2,1,0
1,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,513,82,902,0,0,1,0,1
1,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,564,53,1139,0,1,2,1,0
0,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,326,69,797,1,1,3,1,0
0,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,157,67,1638,0,1,2,1,0
1,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,322,51,401,1,1,3,1,0
0,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,250,39,84,0,1,2,1,0
0,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,508,67,928,1,0,2,0,0
0,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,317,55,203,0,1,2,1,0
0,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,350,58,858,1,0,2,0,0
0,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,207,52,409,1,0,2,0,0
0,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,462,56,282,1,3,5,1,0
0,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,81,48,1423,0,0,1,0,0
0,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,220,64,1449,0,0,1,0,1
0,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,209,54,28,0,1,2,1,0
0,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,176,51,67,1,1,3,1,0
1,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,111,39,199,1,0,2,0,0
1,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,365,59,1453,0,0,1,0,0
0,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,234,33,1253,1,0,2,0,0
1,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,520,62,1198,0,1,2,1,0
1,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,350,53,178,1,1,3,1,0
0,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,573,31,1990,0,0,1,0,1
0,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,414,71,976,1,0,2,0,0
1,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,185,65,1001,1,0,2,0,0
1,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,326,43,1919,1,0,2,0,2
2,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,224,71,350,0,1,2,1,0
1,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,407,71,1650,0,0,1,0,1
1,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,77,70,46,1,2,4,1,2
0,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,438,32,1228,0,0,1,0,0
1,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,521,56,95,0,1,2,1,0
1,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,56,77,62,1,2,4,1,0
0,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,42,39,1761,1,1,3,1,1
1,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,667,46,467,1,0,2,0,0
0,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,139,47,1149,1,0,2,0,1
2,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,181,43,2052,0,0,1,0,1
0,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,56,32,1127,0,0,1,0,0
1,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,224,49,1416,1,1,3,1,0
1,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,82,51,1113,1,0,2,0,0
0,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,139,36,125,0,1,2,1,0
1,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,686,74,966,0,1,2,1,1
2,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,554,36,32,1,1,3,1,0
0,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,38,73,833,0,0,1,0,0
1,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,35,54,46,1,1,3,1,0
0,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,248,54,960,1,0,2,0,0
1,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,403,55,1829,1,1,3,1,1
0,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,350,54,779,0,1,2,1,0
1,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,324,50,811,0,1,2,1,0
2,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,384,73,1120,0,2,3,1,0
1,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,344,63,725,1,1,3,1,0
0,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,397,42,1187,0,0,1,0,1
0,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,482,72,2302,1,0,2,0,3
2,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,554,39,66,0,0,1,0,0
1,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,636,38,1250,1,0,2,0,2
2,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,133,43,683,1,1,3,1,0
0,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,272,46,305,0,2,3,1,0
0,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,205,48,50,1,1,3,1,0
2,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,636,50,995,0,1,2,1,0
1,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,50,46,41,1,1,3,1,0
1,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,52,49,77,1,2,4,1,1
1,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,516,52,171,0,2,3,1,0
1,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,414,54,131,0,2,3,1,0
1,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,49,49,54,1,2,4,1,0
1,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,504,49,53,1,2,4,1,0
0,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,575,60,475,1,1,3,1,0
0,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,681,73,694,0,1,2,1,0
0,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,53,52,96,1,2,4,1,0
1,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,428,68,361,0,1,2,1,0
0,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,646,58,1079,0,1,2,1,0
1,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,53,63,578,0,1,2,1,0
1,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,546,56,64,1,1,3,1,0
1,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,258,50,149,1,1,3,1,0
0,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,4,45,231,1,2,4,1,0
0,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,290,66,728,1,1,3,1,0
0,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,314,52,1778,1,0,2,0,2
0,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,625,52,93,1,1,3,1,0
1,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,442,51,23,1,1,3,1,0
0,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,624,45,662,1,1,3,1,0
0,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,147,37,1198,1,0,2,0,0
1,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,528,57,81,1,3,5,1,0
2,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,594,37,92,1,1,3,1,0
2,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,224,66,491,0,1,2,1,0
1,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,623,54,1564,1,0,2,0,0
0,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,146,63,926,1,0,2,0,0
1,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,697,66,1910,1,0,2,0,1
1,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,261,60,411,1,3,5,1,0
0,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,177,73,94,1,2,4,1,0
0,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,290,71,1085,1,1,3,1,1
2,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,352,65,23,0,2,3,1,0
0,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,7,60,6,0,0,1,0,0
1,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,326,46,54,0,1,2,1,0
0,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,258,47,1150,0,1,2,1,0
0,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,318,75,1415,1,0,2,0,2
1,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,312,51,405,1,1,3,1,0
1,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,216,47,1908,1,0,2,0,0
0,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,247,56,2486,1,0,2,0,3
2,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,413,49,1315,0,0,1,0,0
1,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,69,45,0,2,3,1,0
0,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,100,71,1789,0,0,1,0,4
2,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,577,53,19,1,1,3,1,0
1,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,667,44,573,1,1,3,1,1
0,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,131,36,805,0,1,2,1,0
0,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,7,71,108,0,2,3,1,0
0,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,95,30,23,0,0,1,0,0
0,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,232,47,1493,1,0,2,0,1
0,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,124,68,89,1,2,4,1,0
0,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,320,52,936,1,1,3,1,1
0,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,238,69,343,0,1,2,1,0
1,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,657,69,528,0,1,2,1,2
1,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,263,38,1901,0,0,1,0,2
2,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,459,44,724,1,2,4,1,2
0,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,501,38,58,1,1,3,1,0
1,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,408,71,297,1,1,3,1,0
0,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,512,71,488,0,1,2,1,1
1,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,601,72,859,1,1,3,1,0
0,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,413,73,1574,1,0,2,0,1
0,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,154,57,69,1,2,4,1,1
1,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,415,62,17,0,2,3,1,0
0,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,673,46,2194,1,1,3,1,3
1,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,169,49,116,1,1,3,1,0
0,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,479,47,279,0,1,2,1,0
1,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,657,57,103,1,1,3,1,0
1,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,72,54,44,1,2,4,1,0
1,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,71,74,406,1,0,2,0,0
2,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,83,60,1363,1,0,2,0,1
0,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,397,56,236,1,0,2,0,0
0,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,542,52,39,1,1,3,1,0
0,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,494,49,137,0,0,1,0,0
0,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,10,52,79,1,1,3,1,0
1,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,357,51,63,1,1,3,1,0
1,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,482,72,1314,1,3,5,1,0
1,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,5,59,71,1,1,3,1,0
0,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,603,47,58,1,1,3,1,0
1,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,447,58,702,1,1,3,1,0
0,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,312,47,94,0,1,2,1,1
2,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,516,38,80,0,1,2,1,0
1,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,332,67,22,0,1,2,1,0
2,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,602,61,1211,1,1,3,1,0
0,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,365,54,1461,1,0,2,0,1
0,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,528,54,1968,0,0,1,0,0
0,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,4,56,1091,1,0,2,0,0
2,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,523,48,55,1,1,3,1,0
0,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,48,52,1366,1,0,2,0,1
0,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,669,45,313,0,0,1,0,0
1,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,123,67,62,1,2,4,1,0
1,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,284,53,92,0,2,3,1,0
1,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,91,54,72,1,1,3,1,1
0,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,396,72,655,1,1,3,1,0
0,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,67,66,704,1,1,3,1,1
0,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,603,71,54,1,2,4,1,0
0,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,649,34,178,0,0,1,0,0
0,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,37,63,1033,1,0,2,0,1
0,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,334,39,36,1,1,3,1,0
1,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,624,60,122,0,1,2,1,0
1,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,277,59,122,1,1,3,1,0
1,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,259,65,1123,1,1,3,1,0
0,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,593,41,497,1,1,3,1,0
0,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,359,59,691,1,1,3,1,1
2,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,83,60,1363,1,0,2,0,1
1,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,24,59,12,1,2,4,1,1
1,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,498,76,2440,1,0,2,0,0
2,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,500,55,56,0,2,3,1,0
1,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,450,42,37,1,1,3,1,0
0,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,632,40,968,0,0,1,0,0
0,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,669,51,270,1,1,3,1,0
1,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,324,74,278,1,0,2,0,0
0,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,579,73,1250,0,0,1,0,0
0,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,455,38,938,1,0,2,0,0
1,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,636,76,1178,1,2,4,1,1
0,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,339,67,1155,1,2,4,1,1
1,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,535,38,653,0,0,1,0,0
1,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,41,52,49,0,2,3,1,1
1,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,79,61,506,1,1,3,1,0
0,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,655,64,38,1,2,4,1,0
0,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,59,33,1650,0,0,1,0,2
2,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,695,60,1826,0,1,2,1,0
0,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,694,69,18,0,0,1,0,0
0,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,117,47,906,1,0,2,0,0
1,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,35,54,46,1,1,3,1,0
0,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,573,59,1477,1,1,3,1,0
0,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,576,70,766,1,1,3,1,0
0,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,125,72,47,1,1,3,1,0
0,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,346,67,467,1,0,2,0,0
0,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,361,64,2116,1,0,2,0,1
1,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,424,44,1298,1,0,2,0,2
2,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,313,49,22,1,2,4,1,0
1,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,158,57,396,0,1,2,1,0
1,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,433,47,20,1,1,3,1,0
0,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,104,60,967,0,0,1,0,0
0,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,589,54,357,1,1,3,1,0
0,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,676,69,1401,1,0,2,0,0
0,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,316,43,15,1,1,3,1,0
1,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,512,55,2087,0,0,1,0,1
0,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,510,48,981,1,1,3,1,0
0,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,260,55,17,0,2,3,1,0
1,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,541,67,523,1,0,2,0,4
0,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,57,42,23,1,1,3,1,0
1,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,104,67,1192,0,0,1,0,0
1,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,31,52,1958,1,0,2,0,1
1,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,64,51,133,0,1,2,1,0
0,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,310,66,777,1,0,2,0,0
1,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,372,53,73,0,2,3,1,0
1,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,109,60,121,1,2,4,1,0
0,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,326,46,424,0,1,2,1,0
0,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,27,67,868,0,1,2,1,0
2,80910.0,71,160,80,369,67,39,41,1,3,3,8,1,606,39,756,0,0,1,0,0
1,27590.0,38,6,0,5,0,0,1,1,1,0,2,7,432,43,12,1,1,3,1,0
0,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,543,46,937,1,1,3,1,0
0,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,264,50,1862,0,0,1,0,3
2,54210.0,18,70,54,109,80,9,45,2,4,1,7,5,405,46,367,1,1,3,1,0
0,38508.0,95,120,19,206,25,19,54,6,7,2,5,8,331,39,443,1,1,3,1,0
0,53187.0,66,211,2,30,7,7,10,2,4,1,6,5,246,55,267,1,1,3,1,0
0,30023.0,28,11,0,16,7,6,21,1,2,0,3,8,97,53,61,1,1,3,1,0
1,76045.0,78,760,53,400,17,93,0,1,4,5,11,2,226,65,1323,0,0,1,0,1
1,50870.0,13,53,0,8,0,0,2,1,2,0,3,5,10,73,63,1,1,3,1,0
2,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,330,55,64,1,0,2,0,0
2,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,150,51,562,1,1,3,1,1
0,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,29,60,312,1,2,4,1,0
0,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,489,71,1156,0,0,1,0,0
2,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,485,42,1104,0,0,1,0,1
1,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,140,52,16,0,2,3,1,0
1,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,132,65,2008,0,0,1,0,1
1,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,303,41,44,0,1,2,1,0
0,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,305,54,1574,1,1,3,1,2
1,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,256,42,63,1,1,3,1,1
1,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,282,42,426,1,0,2,0,1
2,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,529,59,96,1,0,2,0,0
2,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,290,47,635,1,1,3,1,0
0,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,266,57,757,0,1,2,1,0
1,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,584,46,125,1,1,3,1,0
1,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,408,52,332,0,2,3,1,0
0,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,187,46,135,0,1,2,1,0
0,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,588,71,330,1,1,3,1,0
0,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,558,63,384,0,2,3,1,0
0,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,690,59,1722,0,2,3,1,0
0,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,66,48,78,1,3,5,1,0
2,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,533,40,24,0,0,1,0,0
2,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,191,73,1168,0,0,1,0,0
1,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,530,74,957,1,1,3,1,1
0,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,262,58,15,0,2,3,1,0
0,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,22,47,57,1,1,3,1,0
0,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,594,49,1956,1,1,3,1,1
0,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,243,40,2013,0,0,1,0,3
2,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,36,51,326,1,1,3,1,0
1,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,693,57,77,1,2,4,1,0
1,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,422,63,1313,0,0,1,0,0
1,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,38,36,30,0,0,1,0,0
0,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,512,64,315,1,1,3,1,0
1,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,374,72,660,1,1,3,1,0
0,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,514,36,74,1,1,3,1,0
2,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,49,47,46,0,1,2,1,0
1,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,316,63,86,0,1,2,1,0
0,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,236,80,1103,0,0,1,0,0
1,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,159,51,61,1,1,3,1,0
0,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,222,44,145,1,1,3,1,1
0,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,653,69,684,1,2,4,1,0
1,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,229,71,411,1,1,3,1,0
0,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,624,39,27,0,1,2,1,1
1,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,358,82,1060,0,0,1,0,0
0,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,669,61,1459,1,1,3,1,0
0,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,669,46,18,1,1,3,1,0
0,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,645,51,1833,1,0,2,0,1
1,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,87,65,237,1,1,3,1,0
1,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,32,62,48,0,2,3,1,0
0,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,343,49,515,1,2,4,1,0
0,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,571,51,1020,1,0,2,0,0
0,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,31,64,1370,1,0,2,0,0
0,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,475,74,1026,1,1,3,1,0
0,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,98,60,301,1,1,3,1,0
0,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,653,69,684,1,2,4,1,0
0,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,617,60,499,1,1,3,1,1
0,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,676,31,1004,1,0,2,0,0
1,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,259,51,218,1,1,3,1,0
0,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,402,53,606,1,1,3,1,0
2,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,359,57,75,1,1,3,1,0
0,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,676,57,106,1,3,5,1,0
0,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,396,77,990,1,0,2,0,0
0,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,158,56,1097,0,0,1,0,0
2,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,132,29,16,1,0,2,0,1
2,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,104,51,34,1,0,2,0,0
1,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,672,35,1711,1,0,2,0,0
1,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,168,68,438,1,2,4,1,1
2,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,537,46,75,1,1,3,1,0
1,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,228,65,225,1,1,3,1,0
1,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,603,73,18,1,2,4,1,0
0,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,408,44,470,1,1,3,1,0
0,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,442,44,91,0,2,3,1,0
1,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,136,34,2525,0,0,1,0,1
0,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,532,75,504,1,1,3,1,0
0,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,540,68,235,1,1,3,1,0
1,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,526,64,1232,0,1,2,1,1
2,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,422,67,88,0,2,3,1,0
